run_id,platform_id,workload,scenario,run_kind,fold,behavioral_classification_included,true_label,predicted_alert,run_score_peak,run_score_median,run_score_p95,false_alert_episodes,benign_hours,detection_delay_seconds,warning_episodes,full_tier_fraction,telemetry_fault_case,telemetry_fault_identified,locked_test_accessed
m2_macos__py_ai__long_benign__s01,M2_MACOS,PY_AI,NOMINAL,long_benign,1,True,0.0,0,0.8954911032233934,0.21761416000386508,0.6222571983089773,0,0.7666666666666667,,0,0.0,False,,False
m2_macos__py_ai__membw__r01,M2_MACOS,PY_AI,MEMBW,required_matrix,0,True,1.0,1,0.9853646523948859,0.8528660592173806,0.9667877220047968,0,0.0,187.489308624994,1,0.041666666666666664,False,,False
m2_macos__py_ai__membw__r02,M2_MACOS,PY_AI,MEMBW,required_matrix,1,True,1.0,1,0.9678840414568226,0.7854940873501617,0.9473007957440874,0,0.0,302.4844326250022,1,0.041666666666666664,False,,False
m2_macos__py_ai__nominal__r02,M2_MACOS,PY_AI,NOMINAL,required_matrix,0,True,0.0,0,0.9876300497949214,0.4858852739377913,0.9051306581099128,0,0.16666666666666666,,0,0.0,False,,False
m2_macos__py_ai__power_shift__r01,M2_MACOS,PY_AI,POWER_SHIFT,targeted_extension,0,True,1.0,1,0.9980034237865338,0.7525254080041157,0.9782093949961694,0,0.0,377.4860704590101,1,0.041666666666666664,False,,False
m2_macos__py_ai__power_shift__r02,M2_MACOS,PY_AI,POWER_SHIFT,targeted_extension,1,True,1.0,1,0.9886704735462689,0.8610755431068433,0.9765220849964591,0,0.0,167.49581233295612,1,0.041666666666666664,False,,False
m2_macos__py_ai__telemetry_interruption__r01,M2_MACOS,PY_AI,TELEMETRY_INTERRUPTION,required_matrix,0,False,,0,,,,0,0.0,,0,0.0,True,True,False
m2_macos__py_ai__telemetry_interruption__r02,M2_MACOS,PY_AI,TELEMETRY_INTERRUPTION,required_matrix,1,False,,0,,,,0,0.0,,0,0.0,True,True,False
m2_macos__py_ai__thermal_shift__r01,M2_MACOS,PY_AI,THERMAL_SHIFT,targeted_extension,0,True,1.0,1,0.9971091839272475,0.8993460599236707,0.9854965734908341,0,0.0,177.49344908306375,1,0.041666666666666664,False,,False
m2_macos__py_ai__thermal_shift__r02,M2_MACOS,PY_AI,THERMAL_SHIFT,targeted_extension,1,True,1.0,1,0.9873325757537215,0.8937353105311086,0.9807737184184073,0,0.0,177.48716383299325,1,0.041666666666666664,False,,False
m2_macos__py_ai__tlb__r01,M2_MACOS,PY_AI,TLB,required_matrix,0,True,1.0,1,0.9912766029894879,0.937919451727529,0.9835777115270032,0,0.0,177.48602983297314,1,0.041666666666666664,False,,False
m2_macos__py_ai__tlb__r02,M2_MACOS,PY_AI,TLB,required_matrix,1,True,1.0,1,0.9987499198654216,0.8011305860584688,0.9928027726342987,0,0.0,457.48692991700955,1,0.041666666666666664,False,,False
m2_macos__py_ai__v2_independent_confirmation__f0,M2_MACOS,PY_AI,NOMINAL,v2_failed_confirmation_development,0,True,0.0,0,0.9481264191350876,0.4278224207182418,0.8198341619059086,0,1.05,,0,0.0,False,,False
m2_macos__py_ai__v2_independent_confirmation__f1,M2_MACOS,PY_AI,NOMINAL,v2_failed_confirmation_development,1,True,0.0,1,0.9814932968952439,0.6659470413767783,0.913633817654535,1,1.05,,1,0.007692307692307693,False,,False
m2_macos__py_stats__atomic__r01,M2_MACOS,PY_STATS,ATOMIC,required_matrix,0,True,1.0,0,0.9510630248318498,0.5206336460682461,0.897600356255285,0,0.0,,0,0.0,False,,False
m2_macos__py_stats__atomic__r02,M2_MACOS,PY_STATS,ATOMIC,required_matrix,1,True,1.0,1,0.9705828676962444,0.7795755197392464,0.9432675327086121,0,0.0,317.48650529200677,1,0.041666666666666664,False,,False
m2_macos__py_stats__branch__r01,M2_MACOS,PY_STATS,BRANCH,required_matrix,0,True,1.0,0,0.8756414832625766,0.5107393839199801,0.8324081159240402,0,0.0,,0,0.0,False,,False
m2_macos__py_stats__branch__r02,M2_MACOS,PY_STATS,BRANCH,required_matrix,1,True,1.0,1,0.9805129216783981,0.7936787929550115,0.942828495683851,0,0.0,412.4869543330278,1,0.041666666666666664,False,,False
m2_macos__py_stats__cache__r01,M2_MACOS,PY_STATS,CACHE,required_matrix,0,True,1.0,1,0.9703150381303955,0.747445028131947,0.9280639384569256,0,0.0,522.488030333072,1,0.041666666666666664,False,,False
m2_macos__py_stats__cache__r02,M2_MACOS,PY_STATS,CACHE,required_matrix,1,True,1.0,1,0.9717931715793985,0.7780723484669201,0.9346776691454948,0,0.0,287.486948958016,1,0.041666666666666664,False,,False
m2_macos__py_stats__controlled_crash__r01,M2_MACOS,PY_STATS,CONTROLLED_CRASH,required_matrix,0,True,1.0,0,0.9602905406370998,0.48667012732933235,0.8702944937793596,0,0.0,,0,0.0,False,,False
m2_macos__py_stats__controlled_crash__r02,M2_MACOS,PY_STATS,CONTROLLED_CRASH,required_matrix,1,True,1.0,0,0.8459653930235667,0.5192229905156522,0.7527971732983617,0,0.0,,0,0.0,False,,False
m2_macos__py_stats__degradation_proxy__r01,M2_MACOS,PY_STATS,DEGRADATION_PROXY,targeted_extension,0,True,1.0,0,0.9714034011113815,0.7067083174207904,0.9257781627596204,0,0.0,,1,0.041666666666666664,False,,False
m2_macos__py_stats__degradation_proxy__r02,M2_MACOS,PY_STATS,DEGRADATION_PROXY,targeted_extension,1,True,1.0,0,0.9529367520865858,0.5099868373126694,0.8801477956468424,0,0.0,,0,0.0,False,,False
m2_macos__py_stats__development_benign_supplement__f0,M2_MACOS,PY_STATS,NOMINAL,development_benign_supplement,0,True,0.0,0,0.9552466229687889,0.2356777858265789,0.6890419614417884,0,0.7666666666666667,,0,0.0,False,,False
m2_macos__py_stats__development_benign_supplement__f1,M2_MACOS,PY_STATS,NOMINAL,development_benign_supplement,1,True,0.0,0,0.987262833737939,0.45201126675044184,0.8289501599070115,0,0.7666666666666667,,0,0.0,False,,False
m2_macos__py_stats__long_benign__s01,M2_MACOS,PY_STATS,NOMINAL,long_benign,0,True,0.0,0,0.9483332862558621,0.49937570472017834,0.8427155708373542,0,0.7666666666666667,,0,0.0,False,,False
m2_macos__py_stats__membw__r01,M2_MACOS,PY_STATS,MEMBW,required_matrix,0,True,1.0,0,0.9076975949351566,0.38301820402623993,0.78529198234228,0,0.0,,0,0.0,False,,False
m2_macos__py_stats__membw__r02,M2_MACOS,PY_STATS,MEMBW,required_matrix,1,True,1.0,1,0.9362480398971208,0.6594363143055795,0.8962056883720079,0,0.0,597.4871702080127,1,0.006944444444444444,False,,False
m2_macos__py_stats__nominal__r02,M2_MACOS,PY_STATS,NOMINAL,required_matrix,1,True,0.0,0,0.9623722869074622,0.5072936886715586,0.878874407547613,0,0.16666666666666666,,0,0.0,False,,False
m2_macos__py_stats__power_shift__r01,M2_MACOS,PY_STATS,POWER_SHIFT,targeted_extension,0,True,1.0,0,0.9636149996123291,0.5079551335615717,0.8362933960662222,0,0.0,,0,0.0,False,,False
m2_macos__py_stats__power_shift__r02,M2_MACOS,PY_STATS,POWER_SHIFT,targeted_extension,1,True,1.0,1,0.9772220345086304,0.8748983505275977,0.9625628036539653,0,0.0,207.4871503750328,1,0.041666666666666664,False,,False
m2_macos__py_stats__telemetry_interruption__r01,M2_MACOS,PY_STATS,TELEMETRY_INTERRUPTION,required_matrix,0,False,,0,,,,0,0.0,,0,0.0,True,True,False
m2_macos__py_stats__telemetry_interruption__r02,M2_MACOS,PY_STATS,TELEMETRY_INTERRUPTION,required_matrix,1,False,,0,,,,0,0.0,,0,0.0,True,True,False
m2_macos__py_stats__thermal_shift__r01,M2_MACOS,PY_STATS,THERMAL_SHIFT,targeted_extension,0,True,1.0,1,0.9767036930640846,0.8139086575661671,0.9530959073195152,0,0.0,337.48666995798703,1,0.041666666666666664,False,,False
m2_macos__py_stats__thermal_shift__r02,M2_MACOS,PY_STATS,THERMAL_SHIFT,targeted_extension,1,True,1.0,0,0.9629934920209257,0.8232055428320402,0.9327444684589841,0,0.0,,1,0.041666666666666664,False,,False
m2_macos__py_stats__tlb__r01,M2_MACOS,PY_STATS,TLB,required_matrix,0,True,1.0,0,0.93900068791418,0.395457909878528,0.7823917990541887,0,0.0,,0,0.0,False,,False
m2_macos__py_stats__tlb__r02,M2_MACOS,PY_STATS,TLB,required_matrix,1,True,1.0,1,0.9693283767467926,0.7836562000241826,0.938896290097953,0,0.0,357.48136608407367,1,0.041666666666666664,False,,False
m2_macos__py_stats__v2_independent_confirmation__f0,M2_MACOS,PY_STATS,NOMINAL,v2_failed_confirmation_development,0,True,0.0,0,0.9570919612969959,0.49101646469566873,0.8078191157388351,0,1.05,,0,0.0,False,,False
m2_macos__py_stats__v2_independent_confirmation__f1,M2_MACOS,PY_STATS,NOMINAL,v2_failed_confirmation_development,1,True,0.0,0,0.9690677273434083,0.585204858578326,0.8748190703694915,0,1.05,,1,0.007692307692307693,False,,False
m2_macos__video_sw__atomic__r01,M2_MACOS,VIDEO_SW,ATOMIC,required_matrix,0,True,1.0,1,0.993355865963126,0.7638956231832199,0.9440925410717228,0,0.0,447.48647016694304,1,0.041666666666666664,False,,False
m2_macos__video_sw__atomic__r02,M2_MACOS,VIDEO_SW,ATOMIC,required_matrix,1,True,1.0,1,0.9896899798537314,0.9044147645602048,0.979644065452695,0,0.0,237.49669845798053,1,0.041666666666666664,False,,False
m2_macos__video_sw__branch__r01,M2_MACOS,VIDEO_SW,BRANCH,required_matrix,0,True,1.0,1,0.9860574624776957,0.8601326379218334,0.9681588618584508,0,0.0,407.49178033310454,1,0.041666666666666664,False,,False
m2_macos__video_sw__branch__r02,M2_MACOS,VIDEO_SW,BRANCH,required_matrix,1,True,1.0,1,0.9807758998901019,0.9000260886762503,0.9732963647580757,0,0.0,277.49190641602036,1,0.041666666666666664,False,,False
m2_macos__video_sw__cache__r01,M2_MACOS,VIDEO_SW,CACHE,required_matrix,0,True,1.0,1,0.979064041824018,0.8447513752274796,0.9470059677198351,0,0.0,377.4911879580468,1,0.041666666666666664,False,,False
m2_macos__video_sw__cache__r02,M2_MACOS,VIDEO_SW,CACHE,required_matrix,1,True,1.0,1,0.974698691066803,0.7979764618543892,0.9378992027561461,0,0.0,377.4901753750164,1,0.041666666666666664,False,,False
m2_macos__video_sw__controlled_crash__r01,M2_MACOS,VIDEO_SW,CONTROLLED_CRASH,required_matrix,0,True,1.0,0,0.9346445297776836,0.42713614009373335,0.7271406427975448,0,0.0,,0,0.0,False,,False
m2_macos__video_sw__controlled_crash__r02,M2_MACOS,VIDEO_SW,CONTROLLED_CRASH,required_matrix,1,True,1.0,0,0.9836858888528575,0.5120278488927115,0.7622158636079874,0,0.0,,0,0.0,False,,False
m2_macos__video_sw__development_benign_supplement__f0,M2_MACOS,VIDEO_SW,NOMINAL,development_benign_supplement,0,True,0.0,0,0.9870968910037319,0.2766266562047919,0.7649817311156355,0,0.7666666666666667,,0,0.0,False,,False
m2_macos__video_sw__development_benign_supplement__f1,M2_MACOS,VIDEO_SW,NOMINAL,development_benign_supplement,1,True,0.0,0,0.9721910562778009,0.111116119385177,0.49211299494961314,0,0.7666666666666667,,0,0.0,False,,False
m2_macos__video_sw__long_benign__s01,M2_MACOS,VIDEO_SW,NOMINAL,long_benign,1,True,0.0,0,0.9905259917379903,0.23158534003543074,0.8785039777041093,0,0.7666666666666667,,0,0.0,False,,False
m2_macos__video_sw__membw__r01,M2_MACOS,VIDEO_SW,MEMBW,required_matrix,0,True,1.0,0,0.9629968585889048,0.6181221154976053,0.8882133999831289,0,0.0,,0,0.0,False,,False
m2_macos__video_sw__membw__r02,M2_MACOS,VIDEO_SW,MEMBW,required_matrix,1,True,1.0,1,0.9823143547808042,0.8796311540958806,0.9589754891533722,0,0.0,297.48755929106846,1,0.041666666666666664,False,,False
m2_macos__video_sw__nominal__r02,M2_MACOS,VIDEO_SW,NOMINAL,required_matrix,0,True,0.0,0,0.9811520000302925,0.3748003951468951,0.8401640894319972,0,0.16666666666666666,,0,0.0,False,,False
m2_macos__video_sw__telemetry_interruption__r01,M2_MACOS,VIDEO_SW,TELEMETRY_INTERRUPTION,required_matrix,0,False,,0,,,,0,0.0,,0,0.0,True,True,False
m2_macos__video_sw__telemetry_interruption__r02,M2_MACOS,VIDEO_SW,TELEMETRY_INTERRUPTION,required_matrix,1,False,,0,,,,0,0.0,,0,0.0,True,True,False
m2_macos__video_sw__tlb__r01,M2_MACOS,VIDEO_SW,TLB,required_matrix,0,True,1.0,0,0.9513165143456241,0.6929833336843378,0.9060295333987554,0,0.0,,0,0.0,False,,False
m2_macos__video_sw__tlb__r02,M2_MACOS,VIDEO_SW,TLB,required_matrix,1,True,1.0,1,0.9505879745414362,0.7325854812688268,0.913289438557928,0,0.0,477.4869941669749,1,0.041666666666666664,False,,False
m2_macos__video_sw__v2_independent_confirmation__f0,M2_MACOS,VIDEO_SW,NOMINAL,v2_failed_confirmation_development,0,True,0.0,0,0.9290444988105151,0.2607171762593111,0.6606357601303877,0,1.05,,0,0.0,False,,False
m2_macos__video_sw__v2_independent_confirmation__f1,M2_MACOS,VIDEO_SW,NOMINAL,v2_failed_confirmation_development,1,True,0.0,0,0.9277953265178861,0.19040062583819156,0.6303485358809346,0,1.05,,0,0.0,False,,False
